seq_id,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV94aee080d6b0,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASVa5f69f7fd96e,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV5841513af96c,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Chujaibacter,NA
ASV427b112b9b6c,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASVe3ad786bcbd5,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASVf9569ada1210,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASVc8b6b404cb38,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,NA
ASV50c109b43e75,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASVc9dcbbcad542,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV12201e9a0793,Bacteria,Chloroflexota,OLB14,NA,NA,NA,NA
ASVcb2cce845e05,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV571bfc4ffa41,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASV1add2631dde0,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV60d0426a58d3,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV6fd783b28255,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Chujaibacter,NA
ASV1b3dbc1a86dd,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASVc2e250bc9ed3,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter,incomptus
ASV6fd44998e061,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
ASVfdef30bb4564,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASVbc18ad1c1e1e,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,fusca
ASVfb1fdd71fb6a,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
ASVf111f984222c,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV8aa7a36c3a97,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV590b96d261a0,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV765e3701d013,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 13,NA,NA,NA
ASV7ca4240a7a95,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Koribacteraceae,Candidatus Koribacter,NA
ASVed161c931f7c,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASVb02c75b389d8,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
ASVedf6d680e520,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,NA,NA
ASV7f3a1d69b0cf,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,NA,NA
ASV65c9fef9a0a3,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,URHD0088,NA,NA
ASVebb32717170e,Bacteria,RCP2-54,NA,NA,NA,NA,NA
ASV2702d79d6735,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 13,NA,NA,NA
ASV2a2d350b47dc,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
ASVd6251f591e1d,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV75d542aa86dd,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASVb64605725965,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV790632a33631,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
ASV1fa92e6d9132,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV304d1eaf7b47,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASVd0ea0772bc37,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,URHD0088,NA,NA
ASVe5a225320c99,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV784e6ac2fa81,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV6e61b971161e,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,rhizovicinum
ASV635023d211b9,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Persicitalea,NA
ASVfdfc1395f185,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
ASV379d6ba2cd0b,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV305230ed45ee,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
ASV746e6c0f4abe,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Lunatibacter,NA
ASV35967ab05ed7,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,NA
ASVbf0a54a423d0,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
ASV5cae9d59be2c,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Frateuria,terrea
ASV9d25f9fe8856,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV9c63b8c59db5,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV2ab86eb15be7,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,NA,NA
ASVf2fe44f8ea3c,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
ASV95f68b592c0c,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV91d3a593a94d,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV6af50a615e27,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
ASV304a329724eb,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
ASV1011cf309226,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASVb2f625161701,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,Longimicrobiaceae,NA,NA
ASV824be38a300e,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Chujaibacter,NA
ASVc3e3db99c682,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
ASV2928cd93d616,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
ASVbbe1e74e9892,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASV601ebc1a7f60,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV4bf13dd23059,Bacteria,NA,NA,NA,NA,NA,NA
ASV21bcc36c53dc,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASV81da0c627421,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus,NA
ASVb108e6d9ec5a,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,NA,NA
ASV2e1912c993bb,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV6097a8242ac2,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASVaec9206ea3cb,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV27fc38a9cee2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
ASV6c694d4ae787,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV49999e3009a3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASVa87298a7fa4a,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV1698270c468e,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Occallatibacter,NA
ASVb9f9e0687c96,Bacteria,NA,NA,NA,NA,NA,NA
ASV6bab0f21ba5a,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASVfc7e4074a638,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),NA,NA
ASV5199d874b9f8,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,NA
ASV41d42c1ce5ca,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Tumebacillus,avium
ASV0a674d3ad3ea,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,NA
ASV9063836faecd,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV98bb97508e27,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
ASV9f843e3649bf,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus,NA
ASV2f85254889c5,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV76b01c8a5be8,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV356c9bfeae87,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,defragrans
ASV3bd8dc1cc9b3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Castellaniella,defragrans
ASVfb990a8ff1bc,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
ASV1eac36b0c111,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASVe196dd299db8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,NA
ASV55d5b1810a86,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
ASV8c481e4d3d22,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
ASV044fcdefd474,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASVabc2386d084f,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Koribacteraceae,Candidatus Koribacter,NA
ASVcf7c0ad01313,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
ASVd44bd4063a95,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV3209697ea2fc,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
ASVc870ce1efde4,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
ASVa46ad8607897,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV83a098df90b4,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASV28f7da3f8c38,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV91f55c40d2d1,Bacteria,Candidatus Eremiobacterota,Eremiobacteria,NA,NA,NA,NA
ASV524044ec6eac,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV6a603dcbef5b,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,NA,NA
ASVd4c11c922423,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASV5d5e1a76b8bc,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV0d16ea38dd87,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,NA,NA
ASV259d820272f8,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Frateuria,terrea
ASV2dd6b1da261d,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASV79bd2d94765e,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
ASVf24ecbc87a14,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASVbb566e7d1f05,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,NA,NA
ASV876b00a079c3,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV2dead3045fd3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,NA,NA
ASVfd3d7f1db0ea,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,NA,NA
ASV3ff936a1cb4e,Bacteria,Candidatus Eremiobacterota,Eremiobacteria,NA,NA,NA,NA
ASVb5d5c291946b,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinocrinis,NA
ASV9cbf50097e32,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASVe1c52e96b3b7,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinocrinis,puniceicyclus
ASVcf1bce3b776d,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV8b8bc13d7a58,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV662b7c1596ab,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASV3a0e641821b0,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,NA,NA,NA
ASVfc387c686c23,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
ASV8988dd8d4514,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,NA,NA,NA
ASVb17f4fe32e28,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV059fef47635f,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,yoronensis
ASV32d5578e7405,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
ASV6beca2e55c27,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,acidiphila
ASVd48936e1eeb5,Bacteria,Chloroflexota,Ktedonobacteria,B12-WMSP1,NA,NA,NA
ASVa34b2946fb37,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,NA
ASV1d8ca5934245,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,terrae
ASV544e0528ddf9,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASVf436a095a348,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV8ea72307993d,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Luteibacter,yeojuensis
ASV0d0b1aee9d05,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,xyli
ASVecfeec7663bd,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Chujaibacter,NA
ASV674709d68bcf,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Sinomonas,atrocyanea
ASVbc175b858557,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
ASV30f305340535,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV2ea56609ffc3,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
ASV494a0932581f,Bacteria,Chloroflexota,Anaerolineae,RBG-13-54-9,NA,NA,NA
ASV63ddf830cc82,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASVffe7ccd20d19,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,NA
ASV406908132192,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
ASV33c5a62ee70d,Bacteria,Patescibacteria,Microgenomatia,NA,NA,NA,NA
ASV67c3de7a3073,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,NA
ASV1c55ac9a378c,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV27a41b727c88,Bacteria,Gemmatimonadota,S0134 terrestrial group,NA,NA,NA,NA
ASVf55120447c56,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV4064b7a7c044,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
ASV3d7e08b96b9c,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,NA
ASV4ba707e1a915,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,NA
ASV7d45d37c6c43,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV20e40fe5be47,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,NA
ASV889363f5c486,Bacteria,Acidobacteriota,Acidobacteriae,Terriglobales,Acidobacteriaceae (Subgroup 1),Occallatibacter,NA
ASVac65bfb6c687,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASVdab08c1e5735,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASV187b331e512c,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
ASVa0e833faad20,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,NA
ASV7469a0e4a424,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
ASV4065206b4d02,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASVb50607f5c8d2,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV95ba190efd29,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,NA
ASV436b1b8ca8fa,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,NA
ASVf4bf2dae5b62,Bacteria,Myxococcota,Polyangiia,Polyangiales,NA,NA,NA
ASV9b03cc7f3add,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
ASVb099487e581a,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
ASVd1dcb0e48c83,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
ASV86cb189aface,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
ASV431c2e9b8a45,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASVde051e1dfdd8,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,NA
ASVcca2e836dee3,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
ASVfa89eb90954f,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASVa884ad643f03,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Chujaibacter,NA
ASV56af247cbf66,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea,NA
ASV94398938f11e,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV39f281b1f314,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Thermomonas,fusca
ASV1fad13849b85,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
ASV9d942d1bd691,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Mizugakiibacter,NA
ASV4e16b6c59130,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASV112a7e5e24b0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV372e51135121,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASVff24767b672c,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASVf7c5430bed69,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASVfb1d0358d359,Bacteria,RCP2-54,NA,NA,NA,NA,NA
ASV5523e1e0829f,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,NA
ASV11b035259981,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,NA
ASV6cd0e9d6153d,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
ASV73442f977d4b,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
ASVc735e9dac3c6,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
ASVdfec27d42b3a,Bacteria,RCP2-54,NA,NA,NA,NA,NA
ASV79d24aba7694,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,NA
ASV366da4e462f1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
ASV62f94b0e37d1,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,panacihumi
ASV4056804f8f69,Bacteria,Pseudomonadota,Gammaproteobacteria,Rickettsiellales,Rickettsiellaceae,Aquicella,NA
ASV3f0d725d351c,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV3d7245df24c7,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASVf8532e0ad956,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Dyella,NA
ASV1699774469d4,Bacteria,Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,NA
ASVabcffa0d4bba,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrosocosmicus,NA
ASV201672042eef,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,seropedicae
ASV5ef08d684e36,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
ASV8f49ebb6a394,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV14779689d5f9,Bacteria,Bacillota,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus,NA
ASVd615bcf7c76a,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Chujaibacter,NA
ASVaaafdf64d191,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
ASVef26613a2b7c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,NA
ASV4b02a301bb1b,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,riboflavina
ASV9ac3e6d6a056,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Rhodanobacter,fulvus
ASV04b730c600f7,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
ASVa41477d8476e,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,balearica
ASV2e01267f4253,Bacteria,NA,NA,NA,NA,NA,NA
ASVce6b2378b221,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA,NA
ASV9a0bb653f347,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Mesorhizobium,plurifarium
ASVb0253a8bbd32,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,NA,NA,NA
ASV08efbc27a09c,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV0a7e1848d23e,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
ASVf19e0a6e2bcf,Bacteria,Armatimonadota,Chthonomonadia,Chthonomonadales,NA,NA,NA
